,word,urú,prefix,suffix
22786,íseal-chumhacht,,,acht
22787,páirtmhonaraithe,,páirt,aithe
22788,dtige,d,,e
22789,Free,,,e
22790,Ríomhfar,,,far
22791,dofheicthe,,do,the
22792,neamhionannas,,neamh,as
22793,céimíní,,,í
22794,phróifíliú,,,iú
22795,cheapa,,,a
22796,scair-shealbhóir,,,óir
22797,árachaisí,,,í
22798,barrchuideachtaí,,barr,taí
22799,gásailín,,,ín
22800,dominirovaniya,,do,a
22801,sothuigthe,,so,the
22802,lámhaigh,,,aigh
22803,pataigineach,,pata,gineach
22804,lása,,,sa
22805,fada-duille,,fad,e
22806,thartarach,,,ach
22807,cros-seiceála,,cros,a
22808,Quelle,,,e
22809,phráta,,,ta
22810,Coigeartú,,,ú
22811,Míneofar,,,far
22812,pointí,,,tí
22813,Macrairgeadais,,,ais
22814,n-acmhainní,n-,,í
22815,ghrúpa,,,a
22816,coimisiúin,,,in
22817,luibheacha,,,eacha
22818,Fhorlíonadh,,,adh
22819,bpáistí,b,,tí
22820,contae-bhainisteoir,,,eoir
22821,carcinoma,,,a
22822,chupóin,,,in
22823,dhearcthaí,,,aí
22824,Bhosca,,,a
22825,t-oibritheoir,t-,,eoir
22826,láimhseáil,,,áil
22827,mhicrea-comhpháirteanna,,,eanna
22828,chríochaigh,,,aigh
22829,Cluas,,,as
22830,Sheoladh,,,adh
22831,Cónaí,,,aí
22832,uathchórais,,uath,ais
22833,Ha,,,a
22834,híoctar,h,,tar
22835,éabhlóideach,,éa,óideach
22836,Comhairleoireachta,,,ta
22837,forghéillfear,,for,fear
22838,Printíseachta,,,ta
22839,mheasúnachtaí,,,taí
22840,táltar,t,,tar
22841,Thoghcháin,,,in
22842,cuntasaíochta,,,ta
22843,aistrí,,ais,í
22844,suaite,,,te
22845,Chothrománach,,,ach
22846,táirgtheoir,t,,eoir
22847,beartaithe,,,aithe
22848,réigiúnach,,ré,ach
22849,corticotropin,,,in
22850,Forordaítear,,,ítear
22851,fho-tharmligean,,,an
22852,criosanna,,,anna
22853,gComheagraíocht,g,,aíocht
22854,feabhsú,,,ú
22855,Príobháideacha,,,eacha
22856,clársceidealaithe,,,aithe
22857,grceidúnas,,,únas
22858,dtarlaíonn,d,tar,aíonn
22859,chasadh,,,adh
22860,Réamhthoiliú,,,iú
22861,réamhaistrithe,,réamh,ithe
22862,austenite,,,te
22863,Dréachtscéim,,,im
22864,gcumais,g,,ais
22865,spleácha,,,a
22866,uasteorainneacha,,uas,eacha
22867,rámha,,,a
22868,zingerone,,,ne
22869,sholáthróirí,,,í
22870,buíocán,,,án
22871,dhuánacht,,,acht
22872,beangaithe,,,aithe
22873,binneas,,bi,eas
22874,nea-dhleathach,,,ach
22875,phríomhtheanga,,,ga
22876,chomhréitigh,,,tigh
22877,cineálcheadú,,,ú
22878,neamhshábháilte,,neamh,te
22879,Teagmhála,,,a
22880,stápláilte,,,te
22881,Idirthréimhseacha,,,eacha
22882,Yukka,,,a
22883,slabhra,,,ra
22884,bhforáil,bh,for,áil
22885,éite,,,te
22886,132ú,,,ú
22887,taitneamhachta,t,,ta
22888,polaí,,pola,aí
22889,uathrialacha,,uath,acha
22890,dtaisctear,d,tais,ear
22891,bPríomhfheidhmeannach,b,,ach
22892,amhonaraítear,,am,ítear
22893,hoidhreachta,h,,ta
22894,ndíoltaí,n,dí,taí
22895,laethiúla,,,a
22896,aireagáin,,,in
22897,Cúcamar,,,amar
22898,Comhoibreoidh,,,idh
22899,Geofumadas,,,as
22900,déach,,dé,ach
22901,Eacnamúil,,,úil
22902,achomaireacht,,,eacht
22903,Ceannaigh,,,aigh
22904,LAAfrican-Mheiriceánach,,,ach
22905,Héiliam,,,iam
22906,árachú,,,ú
22907,malartú,,,ú
22908,Margaíocht,,,aíocht
22909,thrambhealach,,,ach
22910,Lánpháirtiú,,,iú
22911,trasloingsithe,,tras,ithe
22912,thiteann,,,eann
22913,himeachta,h,im,ta
22914,neamhfheidhmithe,,neamh,ithe
22915,drochdhéalú,,droch,alú
22916,cruthaitheachta,,,ta
22917,siúicre,,,e
22918,forleagan,,for,an
22919,chéad-duine,,,ne
22920,iasachtú,,,ú
22921,sháruithe,,,ithe
22922,dhúbailte,,,te
22923,tásca,t,,a
22924,gcuairteoirí,g,,í
22925,Jan,,,an
22926,stailceanna,,,eanna
22927,déantúsóir,,dé,óir
22928,uastiarna,,uas,na
22929,deannach,,dea,ach
22930,dheichniúr,,,úr
22931,Chuntasóir,,,óir
22932,codlaidín,,,ín
22933,Airgintín,,,ín
22934,gabhann,,,ann
22935,úll-chrann,,,ann
22936,leoin,,,in
22937,Ionghlaoiteacht,,,eacht
22938,Nóta,,,ta
22939,Seoltóireacht,,,eacht
22940,athúsáide,,ath,e
22941,chomhaltas,,,tas
22942,monaraíochta,,mona,ta
22943,dhéantóirí,,,í
22944,domhnaigh,,do,aigh
22945,fógrán,,,án
22946,aontúcháin,,aon,in
22947,dílsítear,,dí,ítear
22948,n-aice,n-,,e
22949,marcálfaidh,,,faidh
22950,gComhairlí,g,,í
22951,mhótarbhealaí,,,aí
22952,dTreoir,d,,eoir
22953,slacht,,,acht
22954,shocrófar,,,ófar
22955,árachóir,,,óir
22956,bhfíréan,bh,,an
22957,athmheas,,ath,eas
22958,Clársheoltóireacht,,,eacht
22959,Corcaigh,,,aigh
22960,ainéistéiseacha,,ain,eacha
22961,Steiriúla,,,a
22962,Codlaidínigh,,,igh
22963,ardchéim,,ard,im
22964,Cumhachtófar,,,ófar
22965,Réigiúnaigh,,,aigh
22966,Coin,,,in
22967,thionscamh,,,amh
22968,ró-aice,,ró,e
22969,híocfaidh,h,,faidh
22970,Google,,,e
22971,sheana-thionóntacht,,,tacht
22972,Staighrí,,,í
22973,glacfidh,,,fidh
22974,dhe,,,e
22975,mé2Sonraíochtaí,,,taí
22976,Conclúidí,,,í
22977,Ríomhluach,,,ach
22978,sannaithe,,,aithe
22979,bhreosla,,,a
22980,sholáthraítear,,,ítear
22981,ath-liostáil,,ath,áil
22982,láidreachta,,,ta
22983,Díobhálach,,,ach
22984,radaighníomhacha,,rada,acha
22985,mianadóirí,,,í
22986,scagdhealú,,,alú
22987,shaothrófar,,,ófar
22988,lán-réimse,,,se
22989,inúsáideacht,,in,eacht
22990,aisgharithe,,ais,ithe
22991,sorcóra,,so,ra
22992,oibrítear,,,ítear
22993,reo-ordú,,,ú
22994,Próiseas,,,eas
22995,fáltaithe,,,aithe
22996,Ranníocaí,,,aí
22997,huirlise,h,,se
22998,feadhna,,,na
22999,bhuaileamar,,,eamar
23000,carnadh,,,adh
23001,mháithreacha,,,eacha
23002,so-aimsithe,,so,ithe
23003,tseachadtha,t,,tha
23004,co-réir,,,éir
23005,250-acra,,,ra
23006,togacháin,t,,in
23007,fhágfadh,,,fadh
23008,n-urramóidh,n-,ur,óidh
23009,d'fhoirgneamh,d',,amh
23010,fhillteáin,,,in
23011,fásaigh,,,aigh
23012,tosaítear,t,,ítear
23013,thárrtháil,,,áil
23014,mbainisteoireacht,m,bain,eacht
23015,n-oiriúnacht,n-,oir,acht
23016,t-urruitheoir,t-,ur,eoir
23017,ghríobháin,,,in
23018,trádmharcanna,,,anna
23019,thógfidh,,,fidh
23020,ndebentiúirí,n,,í
23021,dhílseánach,,,ach
23022,anois,,an,is
23023,bhfócasghrúpaí,bh,,aí
23024,hoscalófar,h,os,ófar
23025,n-nádúrtha,,,tha
23026,géarmhíochaine,,,ne
23027,choipeadh,,,eadh
23028,síochánta,,,ta
23029,Teochtaí,,,taí
23030,d'uaire,d',,aire
23031,lofa,,,a
23032,feisteas,,,eas
23033,Saorthrádála,,,a
23034,Samsun-Sivas,,,as
23035,cúramaí,,,aí
23036,thirim,,,im
23037,solofa,,so,a
23038,ghnóchain,,,in
23039,compordacha,,,acha
23040,bhuíne,,,ne
23041,féintástála,,féin,a
23042,toimhdeana,t,,na
23043,tsealbhach,t,,ach
23044,Teasalónaigh,,,aigh
23045,tuinníní,t,,í
23046,Neamh-Chlainne,,,ne
23047,Sainghrúpaí,,,aí
23048,radiothelegrafaíocht,,,grafaíocht
23049,Feasta,,,ta
23050,dianscaoilte,,dia,te
23051,Ceilteacha,,,eacha
23052,bunluachanna,,bun,anna
23053,Príomh-Oifige,,,e
23054,phinsean,,,sean
23055,Póilíní,,,í
23056,sealbhú,,,ú
23057,Gramadaí,,,aí
23058,oibriú,,,iú
23059,nInfhilltear,,,ear
23060,rófhanachta,,ró,ta
23061,puinseanna,,,eanna
23062,fátha,,,tha
23063,athcheaptha,,ath,tha
23064,fíor-airgeadra,,fíor,ra
23065,cósúil,,,úil
23066,Freagraí,,,aí
23067,foirleatha,,fo,tha
23068,athchromadh,,ath,adh
23069,Tarmligthe,,,the
23070,dúchais,,dú,ais
23071,saoireanna,,,eanna
23072,bacanna,,,anna
23073,dréacht-airgead,,,ad
23074,miconazole,,,e
23075,fuaidreán,,,eán
23076,ghlasadh,,,adh
23077,có-cheangailte,,,te
23078,fho-dhlithe,,,ithe
23079,luascáin,,,in
23080,eacnamaíochta,,,ta
23081,roinnteoirí,,ro,í
23082,Avandia,,,ia
23083,Monatóireachta,,,ta
23084,Comhbhailitheoir,,,eoir
23085,an-dheas,,an,eas
23086,dearbhuíodh,,dearbh,íodh
23087,Cóipeanna,,,eanna
23088,doichte,,do,te
23089,d'iomaistriú,d',,iú
23090,Iontráil,,,áil
23091,cheaptha,,,tha
23092,ilphléacsanna,,il,anna
23093,buachaillí,,,í
23094,Ciste-shonracha,,,acha
23095,ngearrtar,n,gearr,tar
23096,éagfaidh,,éa,faidh
23097,Ferrera,,,ra
23098,shannadh,,,adh
23099,fíonsaothrúcháin,,,in
23100,spreagadh,,,adh
23101,Cloisimid,,,imid
23102,onnmhairíochta,,,ta
23103,amhránaí,,am,aí
23104,curaí,,,aí
23105,Athghairme,,,e
23106,bpríomh-oifigigh,b,príomh,igh
23107,iarrainn,,iar,inn
23108,ndéantúsaíocht,n,dé,aíocht
23109,Iomaíochas,,,as
23110,babhlaí,,,aí
23111,loingis,,,is
23112,gach,,,ach
23113,trasearnála,,tras,a
23114,bhancaeireacht,,,eacht
23115,Comhdhlúthaithe,,,aithe
23116,Maoiníodh,,,íodh
23117,Adhrileach,,,each
23118,Cosme,,,e
23119,Réamh-Teacht,,,eacht
23120,n-ainmneacha,n-,ain,eacha
23121,tuarascálacha,t,,acha
23122,socruithe,,so,ithe
23123,gceapann,g,,ann
23124,n-dhuine,n-,,ne
23125,bpunanna,b,,anna
23126,Daonlathais,,,ais
23127,clár-thonnáiste,,,te
23128,breisluacha,,,acha
23129,sainchomharthaí,,sain,aí
23130,líofa,,,a
23131,croí-fhorálacha,,,acha
23132,málaí,,,aí
23133,comhroghnach,,comh,ach
23134,kurdestan,,,an
23135,háitiú,h,,iú
23136,fhondúireacht,,,eacht
23137,lán-ullmhaithe,,,aithe
23138,Meabhrán,,,án
23139,gcaogaidí,g,,í
23140,alia,,,ia
23141,grinnfhiosrúchán,,,án
23142,hintinní,h,in,í
23143,bunuitheoirí,,bun,í
23144,mbeartófaí,m,,ófaí
23145,maithfear,,,fear
23146,Dí-aicídiú,,,iú
23147,Chaithim,,,im
23148,muirear,,,ear
23149,árachóra,,,ra
23150,iontráiltear,,ion,ear
23151,Impireacht,,,eacht
23152,Chomhairlithigh,,,igh
23153,cruthúnachtaí,,,taí
23154,chuisle,,,e
23155,Chlárlann,,,lann
23156,seana-choiste,,sean,te
23157,iompróirí,,,í
23158,cónaitheoir,,,eoir
23159,breathnú,,,ú
23160,lear,,,ear
23161,iomarcaíocht,,,aíocht
23162,Dhrugaí,,,aí
23163,ainéistéiseach,,ain,each
23164,fáltaí,,,taí
23165,cartlanna,,,anna
23166,Comhfhiontar,,,tar
23167,chomhuaineach,,,each
23168,bhfoirmiúlachtaí,bh,fo,taí
23169,fóirsteanach,,,ach
23170,muirmhíle,,,e
23171,dhíoltóirí,,,í
23172,shealbhaigh,,,aigh
23173,dhálaí,,,aí
23174,landairí,,,í
23175,chniotála,,,a
23176,Ghearrliosta,,,ta
23177,riosca-bhunaithe,,,aithe
23178,neamhíonachtaí,,neamh,taí
23179,faigthe,,,the
23180,potaithe,,,aithe
23181,tuitim-amach,t,,ach
23182,n-eascróidh,n-,eas,óidh
23183,Ionchorpróidh,,,óidh
23184,Béla,,,a
23185,gaire,,,aire
23186,Titim,,,im
23187,hInde,h,,e
23188,Táirgeora,,,ra
23189,contúirteacht,,,eacht
23190,eolaíochta,,eo,ta
23191,Crúba,,,a
23192,grúp-fhaoiseamh,,grúp,amh
23193,nach,,,ach
23194,tréigtheoirí,,tré,í
23195,chomhordaithe,,,aithe
23196,spóir,,,óir
23197,mheastóireachta,,,ta
23198,idirscaradh,,idir,radh
23199,Gülhane,,,ne
23200,Breithe,,,ithe
23201,clúidín,,,ín
23202,dtrioblóid,d,,óid
23203,bunreacht,,bun,eacht
23204,stán-duilleog,,,eog
23205,nigh,,,igh
23206,Canada,,,da
23207,seana-chlárú,,sean,ú
23208,nDia,n,,ia
23209,athléasaí,,ath,aí
23210,Tuarascála,,,a
23211,taréis,t,tar,is
23212,graificí,,,í
23213,Creacha,,,eacha
23214,thabharfá,,,fá
23215,Fiche,,,e
23216,marfacha,,,acha
23217,Cainte,,,te
23218,Ghlas,,,as
23219,cnóite,,,te
23220,teileachumarsáide,t,,e
23221,Ceangaltais,,,ais
23222,Cuachtaí,,,taí
23223,Monarcha-Táirgí,,,í
23224,sórtáil,,,áil
23225,dheineann,,,eann
23226,gcéad-mheasúnachtaí,g,céad,taí
23227,oiriúnaítear,,oir,ítear
23228,trasnú,,tras,ú
23229,n-ullmhófar,n-,,ófar
23230,suífidh,,,fidh
23231,portaigh,,,aigh
23232,Saputara,,,ra
23233,Deoirithe,,,ithe
23234,amha,,am,a
23235,bríomhaireacht,,brí,eacht
23236,Aistear,,,ear
23237,héalaitheoirí,h,éa,í
23238,fhreagracht,,,acht
23239,láracha,,lár,acha
23240,Phóirse,,,se
23241,cnapshuim,,,im
23242,párolla,,,a
23243,onnmhairiú,,,iú
23244,ceannróganna,,ceann,anna
23245,Cónaitheach,,,each
23246,dtiocfar,d,,far
23247,iarmartach,,iar,ach
23248,n-áireofaí,n-,,aí
23249,lánléargais,,,ais
23250,Athmhúnlú,,,ú
23251,an-coimhthíocha,,an,a
23252,che,,,e
23253,Thais,,,ais
23254,Spúinse,,,se
23255,staighre,,,e
23256,Cheanada-bhunaithe,,,aithe
23257,dhifríochtaí,,,taí
23258,inchúlghairmthe,,in,the
23259,údarais,,,ais
23260,Bhreoiteachta,,,ta
23261,múinteoireacht,,,eacht
23262,n-urghabhálacha,n-,ur,acha
23263,thionscnamh,,,amh
23264,seanmóirí,,sean,í
23265,fíoróidh,,fíor,óidh
23266,sheirbheála,,,a
23267,French-Quebecois,,,is
23268,bainfidh,,bain,fidh
23269,Vibraris,,,is
23270,léana,,,na
23271,Krispie,,,e
23272,pholasaí,,,aí
23273,risíochtaí,,,taí
23274,Bhrasaíl,,,aíl
23275,Neamhdháilte,,,te
23276,tuairiscthe,t,,the
23277,rasskazyvaya,,,a
23278,scrúdaitheoirí,,,í
23279,Ionracas,,,as
23280,d'fhoirne,d',,ne
23281,Caighdeán,,,eán
23282,aoire,,,ire
23283,Éadach,,,ach
23284,Tigtone,,,ne
23285,Naslovna,,,na
23286,réamh-mheasta,,réamh,ta
23287,phreas-fheistiú,,,iú
23288,modhanna,,,anna
23289,cheadófaí,,,ófaí
23290,Teascána,,,na
23291,teanntáin,t,,in
23292,náisiúnaigh,,,aigh
23293,haistriú,h,ais,iú
23294,tionlacan,t,,an
23295,aolchloiche,,,e
23296,fóirfear,,,fear
23297,sreinge-nasctha,,,tha
23298,potaisiam,,,iam
23299,dóthanacht,,dó,acht
23300,Traenacha,,,acha
23301,himghabháil,h,im,áil
23302,iseabútán,,,án
23303,gcaithfimid,g,,fimid
23304,teicneoirí,t,,í
23305,céilí,,,í
23306,Seachadadh,,,adh
23307,Tuairisceoidh,,,idh
23308,fíora,,fíor,ra
23309,tugaim,t,,aim
23310,Triúr,,,úr
23311,estáit,,,áit
23312,Cion-Laigheaduithe,,,ithe
23313,t-ardchaighdeán,t-,ard,eán
23314,déanann,,dé,ann
23315,b'éigean,,,an
23316,LiachtaÓglaigh,,,aigh
23317,díoltar,,dí,tar
23318,easportálfaidh,,eas,faidh
23319,síciatracht,,síci,acht
23320,nuashonraigh,,nua,aigh
23321,gCúigiú,g,,iú
23322,Donncha,,,a
23323,Bhille,,,e
23324,fhearais,,,ais
23325,bhFoinse,bh,,se
23326,fhaightear,,,ear
23327,Teannas,,,as
23328,Fairsinge,,,e
23329,dailtíní,,,í
23330,ciorcmhaim,,,aim
23331,chrochán,,,án
23332,meiningíteas,,,íteas
23333,dheonann,,,ann
23334,Líonadh,,,adh
23335,sciálaithe,,,aithe
23336,cheannsan,,,san
23337,bhfomhíreanna,bh,fo,eanna
23338,coileacháin,,,in
23339,ionathainmnithe,,ion,ithe
23340,Lúbthachta,,,ta
23341,fhorghníomhú,,,ú
23342,gcomhthionónta,g,comh,ta
23343,ngabhfaidh,n,,faidh
23344,amúchadh,,am,adh
23345,nideoige,,,e
23346,dhúisigh,,,igh
23347,cineálach,,,ach
23348,bpearsa,b,,sa
23349,Bodhra,,,ra
23350,Coimeádaithe,,,aithe
23351,nÉimíríochtaí,,,taí
23352,gcearta,g,,ta
23353,Buan,,,an
23354,grafa,,,a
23355,dearcaí,,dea,aí
23356,hard-rátaí,h,ard,taí
23357,shóisialaigh,,,aigh
23358,earraí,,,aí
23359,truailleán,,,eán
23360,fhiaclóireachta,,,ta
23361,mhúin,,,in
23362,Daingnítear,,,ítear
23363,bhfásann,bh,,ann
23364,Pla-mhála,,,a
23365,bhfágfadh,bh,,fadh
23366,Valentina,,,na
23367,ghéim,,,im
23368,idirchraoibhe,,idir,e
23369,bhfaireachán,bh,,achán
23370,athnuaitear,,ath,ear
23371,breisithe,,,ithe
23372,bás-bhriseadh,,,eadh
23373,oirbheartaíochtaí,,oir,taí
23374,Universe,,,se
23375,Ansinchas,,,as
23376,bháisteach,,,each
23377,bhaintreach,,,each
23378,Atharuithe,,,ithe
23379,aice,,,e
23380,gcomóradh,g,,radh
23381,an-phraiticiúil,,an,úil
23382,sineirgí,,sin,í
23383,neamh-idirdhealaitheacha,,neamh,eacha
23384,bandáil,,ban,áil
23385,líonraithe,,,aithe
23386,cearnacha,,,acha
23387,sóisialaí,,,aí
23388,thosca,,,a
23389,buncháilíochtaí,,bun,taí
23390,neamhinniúlacht,,neamh,acht
23391,Trasnáisiúnta,,,ta
23392,Comhluchta,,,ta
23393,bhrabúis,,,is
23394,Eisceachtaí,,,taí
23395,Meánaoise,,,se
23396,Bhí,,,í
23397,dréachtchód,,,ód
23398,Chaipitiúil,,,úil
23399,uchtáil,,,áil
23400,Comhdúcháin,,,in
23401,phlúr,,,úr
23402,grúdairí,,,í
23403,breabaireacht,,,eacht
23404,coisctheacha,,,eacha
23405,D'óstáil,D',,áil
23406,Cáin,,,in
23407,fásta,,,ta
23408,Cathaoireacha,,,eacha
23409,Cárta,,,ta
23410,dódh,,dó,ódh
23411,féadtar,,,tar
23412,chuntasaíocht,,,aíocht
23413,Chróinéirí,,,í
23414,d'athléiriú,d',ath,iú
23415,Páipéirí,,,í
23416,réad,,réa,éad
23417,Muileann,,,eann
23418,imbhuailte,,im,te
23419,bPríomh-Oifigeach,b,,each
23420,Doiminicí,,,í
23421,Octavia,,,ia
23422,tairbhíocha,t,,a
23423,bhfoirne,bh,fo,ne
23424,Phríomhláithreán,,,eán
23425,cheangailteacha,,,eacha
23426,banaltraí,,ban,traí
23427,d'áthrú,d',,ú
23428,iarrata,,iar,ta
23429,aonchéime,,aon,e
23430,Comhdú,,,ú
23431,bhuiséad,,,éad
23432,stiúrthóirí,,,í
23433,mbunú,m,bun,ú
23434,meadhrán,,,án
23435,Pheitriliaim,,,aim
23436,hathinfheistiú,h,ath,iú
23437,Mhicreaphlaistigh,,,tigh
23438,Gairleog,,,eog
23439,gcomhordú,g,comh,ú
23440,d'Aturnaetha,d',,tha
23441,cheanglódh,,,ódh
23442,morgáistí,,,tí
23443,tuillte,t,,te
23444,phaitinní,,,í
23445,chúirtéiseach,,,each
23446,dheimhnítear,,,ítear
23447,gCnáimhseoirí,g,,í
23448,príomhchuspóirí,,príomh,í
23449,chomhréim,,,im
23450,hioncaim,h,ion,aim
23451,atáirgeach,,,each
23452,deimhniúcháin,,,in
23453,rialálann,,,lann
23454,deon-taisí,,,í
23455,treoraíodh,,,íodh
23456,dhóibh,,,ibh
23457,Tiománaithe,,,aithe
23458,Dhigiteacha,,,eacha
23459,Bhleathaighe,,,e
23460,dtairbhithe,d,,ithe
23461,easpórtálann,,eas,lann
23462,an-chairdiúil,,an,úil
23463,cuí,,,í
23464,príomh-ama,,príomh,a
23465,morgáistidhe,,,idhe
23466,d'ionsaithe,d',ion,aithe
23467,Cabhartha,,,tha
23468,h-iománaithe,h-,,aithe
23469,fiach-urrúis,,fia,is
23470,gangue,,,e
23471,chromáin,,,in
23472,ghéilleadh,,,eadh
23473,treibh,,,ibh
23474,d'uirinnlíocht,d',,íocht
23475,hAilpín,h,,ín
23476,Tanaí,,,aí
23477,bparaiméadar,b,para,méadar
23478,crí,,,í
23479,urghabhála,,ur,a
23480,Ghrinnfhiosrúchán,,,án
23481,fáin,,,in
23482,nua-breathnú,,nua,ú
23483,Síocháin,,,in
23484,ciorrú,,,ú
23485,stílithe,,,ithe
23486,hataí,h,ata,taí
23487,Cinntiú,,,iú
23488,olaréimse,,,se
23489,Riarthóirí,,,í
23490,cheartuithe,,,ithe
23491,dhúchasaigh,,,aigh
23492,Shíl-dtonnta,,,ta
23493,thelefóna,,,na
23494,mhonarú,,,ú
23495,Phacastáin,,,in
23496,iarnróid,,iarn,óid
23497,copair-déanta,,,ta
23498,aréir,,,éir
23499,Briotanaí,,,aí
23500,phríomhchearnóg,,,óg
23501,ndúnfar,n,dú,far
23502,Ghluaisteán,,,eán
23503,córasacha,,,acha
23504,Uragua,,,a
23505,páirtíocaíocht,,páirt,aíocht
23506,Straitéis,,,is
23507,hintinniúil,h,in,úil
23508,gnáthach,,gnáth,ach
23509,an-ghníomhach,,an,ach
23510,Aire,,,ire
23511,idirthréimhseacha,,idir,eacha
23512,Cuimneacháin,,,in
23513,pholaí,,,aí
23514,luain,,,in
23515,n-athnuaitear,n-,ath,ear
23516,those,,,se
23517,fite,,,te
23518,Boletin,,,in
23519,ghlaotar,,,tar
23520,uirbeach,,,each
23521,Ghearradh,,,radh
23522,shuirbhéanna,,,anna
23523,forcanna,,for,anna
23524,céimshrianta,,,ta
23525,dáileachán,,dá,achán
23526,polaitiúil,,pola,úil
23527,leanúna,,,na
23528,Inoiriúnaitheacht,,,eacht
23529,apoptóis,,,óis
23530,n-íoctha,n-,,tha
23531,Rialálaithe,,,aithe
23532,Bróicéir,,,éir
23533,Tosaíonn,,,aíonn
23534,barantas,,bara,tas
23535,t-éan,t-,éa,an
23536,Comhacht,,,acht
23537,shuiteálfar,,,far
23538,Vótóirí,,,í
23539,fhaibhreoidh,,,idh
23540,Londain,,,in
23541,fhorordós,,,ós
23542,altracht,,,acht
23543,cuisle,,,e
23544,Shamplacha,,,acha
23545,Mharcra,,,ra
23546,fhéile,,,e
23547,Catalónach,,,ach
23548,focleolaíocht,,fo,aíocht
23549,ailtirí,,,í
23550,Fómhar,,,mhar
23551,chonraitheoirí,,,í
23552,gcuideofar,g,,far
23553,gualaigh,,,aigh
23554,aireachais,,,ais
23555,chúigbhliantúla,,,a
23556,HEilvéise,,,se
23557,dtráthchoda,d,,da
23558,Serbia,,,ia
23559,bunú,,bun,ú
23560,Iltaobhach,,,ach
23561,d'Infheistíochtaí,d',,taí
23562,gcreidiúnaithe,g,,aithe
23563,Postáil,,,áil
23564,t-earrach,t-,,ach
23565,nGluaiseacht,n,,eacht
23566,an-cháiliúil,,an,úil
23567,thagartha,,,tha
23568,Sahota,,,ta
23569,Úinéireacht,,,eacht
23570,ghreamaigh,,,aigh
23571,séalóidh,,,óidh
23572,tíobhasach,t,,ach
23573,Fisice,,,e
23574,aontuismitheora,,aon,ra
23575,Bónais,,,ais
23576,faofa,,,a
23577,scóráil,,,áil
23578,slvban,,,an
23579,chuntar,,,tar
23580,Rannáin,,,in
23581,leaisteachas,,,achas
23582,mhonaraíonn,,,aíonn
23583,fótochemiceach,,,each
23584,11ú,,,ú
23585,ainme,,ain,e
23586,n-phraghas,,,as
23587,phráis,,,áis
23588,Pleananna,,,anna
23589,tháirgthe,,,the
23590,dúnmharú,,dún,ú
23591,comhfhreagracha,,comh,acha
23592,fho-bhailtigh,,,tigh
23593,sochraidí,,soch,í
23594,malartóir,,,tóir
23595,t-aistrí,t-,ais,í
23596,thragóideach,,,óideach
23597,Lithuania,,,ia
23598,shollúnú,,,ú
23599,Cluain,,,in
23600,gcomhnuíonn,g,comh,íonn
23601,óna,,,na
23602,tabharfaimid,t,,aimid
23603,carisma,,,a
23604,righneas,,,eas
23605,tinreamh,t,,amh
23606,Catagóir,,,óir
23607,fogrófar,,fo,ófar
23608,sainchuspóireacha,,sain,eacha
23609,neamhinghnóthaithe,,neamh,aithe
23610,CTCanna,,,anna
23611,ceaduíonn,,,íonn
23612,bratacha,,,acha
23613,calaoise,,,se
23614,vasáilligh,,,igh
23615,Course,,,se
23616,Aigeadas,,,as
23617,dtraidisiúin,d,,in
23618,phríomhchúraimí,,,í
23619,thÃ3gtar,,,tar
23620,INSanna,,,anna
23621,Éagach,,,ach
23622,réamhtheorann,,réamh,ann
23623,Uigí,,,igí
23624,Luathbhlianta,,,ta
23625,Nua-Shéalainne,,,ne
23626,kantica,,,a
23627,macasamhla,,,a
23628,tomhaiseoirí,t,,í
23629,chodánach,,,ach
23630,leachtanna,,,anna
23631,Leithreasa,,,sa
23632,probháide,,,e
23633,Úisbéiceastáin,,,in
23634,acmhainneachta,,,ta
23635,Síneadh,,Sín,eadh
23636,cataracht,,,acht
23637,Láithreáin,,,in
23638,redhead,,,ad
23639,tríú,,trí,ú
23640,Péintéireacht,,,eacht
23641,chuídeachta,,,ta
23642,hipitéis,h,hipi,is
23643,Rinneamar,,,eamar
23644,mórbhealach,,mór,ach
23645,gluaistear,,,ear
23646,n-fhéacadh,,,adh
23647,Chrismas,,,as
23648,breac-chuntas,,breac,tas
23649,topagrafach,t,,ach
23650,Chuirfeadh,,,eadh
23651,mionlachraí,,mion,aí
23652,cradle,,,e
23653,básta,,,ta
23654,shlite,,,te
23655,fíor-riachtanach,,fíor,ach
23656,for-rochtana,,for,na
23657,choimeádta,,,ta
23658,bailíonn,,,íonn
23659,Brídeach,,,each
23660,bhreith-sean,,,sean
23661,Frith-baictéarach,,,ach
23662,annamha,,an,a
23663,bád-thithe,,,ithe
23664,Seachtainiúla,,,a
23665,Liotuáinis,,,is
23666,Constáblacht,,,acht
23667,Cáilitheacha,,,eacha
23668,Píosa,,,sa
23669,aoise,,,se
23670,Talmhaíocht,,,aíocht
23671,chraoladh,,,adh
23672,tadhlaí,t,,aí
23673,cineálcheadaíodh,,,íodh
23674,bunaithí,,bun,í
23675,dréacht-Fhodhlíthe,,,the
23676,ríogáin,,,in
23677,caratí,,,tí
23678,Talmhaí,,,aí
23679,Seachtar,,,tar
23680,eagarthÃ3ireacht,,,eacht
23681,eadrascán,,,án
23682,Wikisource,,,e
23683,ceamara,,,ra
23684,sneachtúil,,,túil
23685,luadhadh,,,adh
23686,an-tapaidh,,an,aidh
23687,díthocsainiú,,dí,iú
23688,gcreidimid,g,,imid
23689,Ualach-línte,,,te
23690,chumasacha,,,acha
23691,bhanaltrais,,,ais
